Segment,Timestamp,BVP
1,2021-11-15 22:59:27.875000,-111.97
1,2021-11-15 22:59:27.890625,-106.73
1,2021-11-15 22:59:27.906250,-88.32
1,2021-11-15 22:59:27.921875,-60.69
1,2021-11-15 22:59:27.937500,-30.01
1,2021-11-15 22:59:27.953125,-2.08
1,2021-11-15 22:59:27.968750,19.75
1,2021-11-15 22:59:27.984375,35.36
1,2021-11-15 22:59:28.000000,46.72
1,2021-11-15 22:59:28.015625,55.73
1,2021-11-15 22:59:28.031250,62.32
1,2021-11-15 22:59:28.046875,64.28
1,2021-11-15 22:59:28.062500,58.52
1,2021-11-15 22:59:28.078125,42.77
1,2021-11-15 22:59:28.093750,16.95
1,2021-11-15 22:59:28.109375,-17.04
1,2021-11-15 22:59:28.125000,-56.22
1,2021-11-15 22:59:28.140625,-97.39
1,2021-11-15 22:59:28.156250,-137.33
1,2021-11-15 22:59:28.171875,-172.34
1,2021-11-15 22:59:28.187500,-198.07
1,2021-11-15 22:59:28.203125,-210.04
1,2021-11-15 22:59:28.218750,-205.11
1,2021-11-15 22:59:28.234375,-182.86
1,2021-11-15 22:59:28.250000,-146.23
1,2021-11-15 22:59:28.265625,-100.92
1,2021-11-15 22:59:28.281250,-53.63
1,2021-11-15 22:59:28.296875,-10.24
1,2021-11-15 22:59:28.312500,25.51
1,2021-11-15 22:59:28.328125,52.62
1,2021-11-15 22:59:28.343750,72.29
1,2021-11-15 22:59:28.359375,87.1
1,2021-11-15 22:59:28.375000,99.95
1,2021-11-15 22:59:28.390625,113.04
1,2021-11-15 22:59:28.406250,127.02
1,2021-11-15 22:59:28.421875,140.85
1,2021-11-15 22:59:28.437500,151.83
1,2021-11-15 22:59:28.453125,156.67
1,2021-11-15 22:59:28.468750,152.59
1,2021-11-15 22:59:28.484375,138.31
1,2021-11-15 22:59:28.500000,114.56
1,2021-11-15 22:59:28.515625,83.81
1,2021-11-15 22:59:28.531250,49.44
1,2021-11-15 22:59:28.546875,14.65
1,2021-11-15 22:59:28.562500,-18.46
1,2021-11-15 22:59:28.578125,-49.43
1,2021-11-15 22:59:28.593750,-79.35
1,2021-11-15 22:59:28.609375,-110.15
1,2021-11-15 22:59:28.625000,-143.42
1,2021-11-15 22:59:28.640625,-179.19
1,2021-11-15 22:59:28.656250,-215.36
1,2021-11-15 22:59:28.671875,-248.0
1,2021-11-15 22:59:28.687500,-272.71
1,2021-11-15 22:59:28.703125,-286.44
1,2021-11-15 22:59:28.718750,-288.93
1,2021-11-15 22:59:28.734375,-283.18
1,2021-11-15 22:59:28.750000,-274.49
1,2021-11-15 22:59:28.765625,-268.71
1,2021-11-15 22:59:28.781250,-270.27
1,2021-11-15 22:59:28.796875,-281.12
1,2021-11-15 22:59:28.812500,-300.45
1,2021-11-15 22:59:28.828125,-325.09
1,2021-11-15 22:59:28.843750,-350.34
1,2021-11-15 22:59:28.859375,-370.72
1,2021-11-15 22:59:28.875000,-381.13
1,2021-11-15 22:59:28.890625,-377.92
1,2021-11-15 22:59:28.906250,-360.02
1,2021-11-15 22:59:28.921875,-329.46
1,2021-11-15 22:59:28.937500,-290.77
1,2021-11-15 22:59:28.953125,-249.27
1,2021-11-15 22:59:28.968750,-209.18
1,2021-11-15 22:59:28.984375,-172.38
1,2021-11-15 22:59:29.000000,-138.35
1,2021-11-15 22:59:29.015625,-105.45
1,2021-11-15 22:59:29.031250,-72.39
1,2021-11-15 22:59:29.046875,-39.14
1,2021-11-15 22:59:29.062500,-6.9
1,2021-11-15 22:59:29.078125,22.71
1,2021-11-15 22:59:29.093750,48.32
1,2021-11-15 22:59:29.109375,68.99
1,2021-11-15 22:59:29.125000,83.91
1,2021-11-15 22:59:29.140625,92.28
1,2021-11-15 22:59:29.156250,93.51
1,2021-11-15 22:59:29.171875,87.99
1,2021-11-15 22:59:29.187500,77.48
1,2021-11-15 22:59:29.203125,64.83
1,2021-11-15 22:59:29.218750,52.91
1,2021-11-15 22:59:29.234375,43.17
1,2021-11-15 22:59:29.250000,34.86
1,2021-11-15 22:59:29.265625,25.32
1,2021-11-15 22:59:29.281250,11.6
1,2021-11-15 22:59:29.296875,-7.92
1,2021-11-15 22:59:29.312500,-32.34
1,2021-11-15 22:59:29.328125,-58.5
1,2021-11-15 22:59:29.343750,-82.43
1,2021-11-15 22:59:29.359375,-100.87
1,2021-11-15 22:59:29.375000,-112.48
1,2021-11-15 22:59:29.390625,-117.74
1,2021-11-15 22:59:29.406250,-118.04
1,2021-11-15 22:59:29.421875,-114.54
1,2021-11-15 22:59:29.437500,-107.52
1,2021-11-15 22:59:29.453125,-96.37
1,2021-11-15 22:59:29.468750,-80.11
1,2021-11-15 22:59:29.484375,-58.06
1,2021-11-15 22:59:29.500000,-30.02
1,2021-11-15 22:59:29.515625,3.79
1,2021-11-15 22:59:29.531250,43.13
1,2021-11-15 22:59:29.546875,87.62
1,2021-11-15 22:59:29.562500,136.37
1,2021-11-15 22:59:29.578125,187.38
1,2021-11-15 22:59:29.593750,237.42
1,2021-11-15 22:59:29.609375,282.41
1,2021-11-15 22:59:29.625000,318.58
1,2021-11-15 22:59:29.640625,343.62
1,2021-11-15 22:59:29.656250,357.34
1,2021-11-15 22:59:29.671875,361.6
1,2021-11-15 22:59:29.687500,359.57
1,2021-11-15 22:59:29.703125,354.8
1,2021-11-15 22:59:29.718750,350.32
1,2021-11-15 22:59:29.734375,348.14
1,2021-11-15 22:59:29.750000,348.78
1,2021-11-15 22:59:29.765625,351.1
1,2021-11-15 22:59:29.781250,352.6
1,2021-11-15 22:59:29.796875,349.98
1,2021-11-15 22:59:29.812500,340.13
1,2021-11-15 22:59:29.828125,321.18
1,2021-11-15 22:59:29.843750,293.01
1,2021-11-15 22:59:29.859375,257.1
1,2021-11-15 22:59:29.875000,215.61
1,2021-11-15 22:59:29.890625,170.68
1,2021-11-15 22:59:29.906250,123.77
1,2021-11-15 22:59:29.921875,75.85
1,2021-11-15 22:59:29.937500,27.74
1,2021-11-15 22:59:29.953125,-19.63
1,2021-11-15 22:59:29.968750,-65.5
1,2021-11-15 22:59:29.984375,-109.57
1,2021-11-15 22:59:30.000000,-152.23
1,2021-11-15 22:59:30.015625,-194.21
1,2021-11-15 22:59:30.031250,-235.73
1,2021-11-15 22:59:30.046875,-275.89
1,2021-11-15 22:59:30.062500,-312.77
1,2021-11-15 22:59:30.078125,-344.18
1,2021-11-15 22:59:30.093750,-368.42
1,2021-11-15 22:59:30.109375,-384.73
1,2021-11-15 22:59:30.125000,-392.78
1,2021-11-15 22:59:30.140625,-391.89
1,2021-11-15 22:59:30.156250,-380.66
1,2021-11-15 22:59:30.171875,-357.52
1,2021-11-15 22:59:30.187500,-322.18
1,2021-11-15 22:59:30.203125,-276.81
1,2021-11-15 22:59:30.218750,-226.06
1,2021-11-15 22:59:30.234375,-175.7
1,2021-11-15 22:59:30.250000,-130.59
1,2021-11-15 22:59:30.265625,-93.09
1,2021-11-15 22:59:30.281250,-62.92
1,2021-11-15 22:59:30.296875,-38.21
1,2021-11-15 22:59:30.312500,-17.09
1,2021-11-15 22:59:30.328125,1.49
1,2021-11-15 22:59:30.343750,17.76
1,2021-11-15 22:59:30.359375,31.76
1,2021-11-15 22:59:30.375000,43.69
1,2021-11-15 22:59:30.390625,53.89
1,2021-11-15 22:59:30.406250,62.3
1,2021-11-15 22:59:30.421875,68.28
1,2021-11-15 22:59:30.437500,70.97
1,2021-11-15 22:59:30.453125,70.05
1,2021-11-15 22:59:30.468750,66.24
1,2021-11-15 22:59:30.484375,61.29
1,2021-11-15 22:59:30.500000,57.09
1,2021-11-15 22:59:30.515625,54.85
1,2021-11-15 22:59:30.531250,54.62
1,2021-11-15 22:59:30.546875,55.59
1,2021-11-15 22:59:30.562500,56.62
1,2021-11-15 22:59:30.578125,56.73
1,2021-11-15 22:59:30.593750,55.25
1,2021-11-15 22:59:30.609375,51.51
1,2021-11-15 22:59:30.625000,44.81
1,2021-11-15 22:59:30.640625,34.32
1,2021-11-15 22:59:30.656250,19.5
1,2021-11-15 22:59:30.671875,0.41
1,2021-11-15 22:59:30.687500,-22.18
1,2021-11-15 22:59:30.703125,-46.93
1,2021-11-15 22:59:30.718750,-72.38
1,2021-11-15 22:59:30.734375,-97.07
1,2021-11-15 22:59:30.750000,-119.82
1,2021-11-15 22:59:30.765625,-139.61
1,2021-11-15 22:59:30.781250,-155.73
1,2021-11-15 22:59:30.796875,-167.6
1,2021-11-15 22:59:30.812500,-175.03
1,2021-11-15 22:59:30.828125,-178.45
1,2021-11-15 22:59:30.843750,-179.19
1,2021-11-15 22:59:30.859375,-179.58
1,2021-11-15 22:59:30.875000,-182.52
1,2021-11-15 22:59:30.890625,-190.66
1,2021-11-15 22:59:30.906250,-205.14
1,2021-11-15 22:59:30.921875,-224.92
1,2021-11-15 22:59:30.937500,-246.39
1,2021-11-15 22:59:30.953125,-264.36
1,2021-11-15 22:59:30.968750,-273.52
1,2021-11-15 22:59:30.984375,-270.13
1,2021-11-15 22:59:31.000000,-253.11
1,2021-11-15 22:59:31.015625,-224.15
1,2021-11-15 22:59:31.031250,-186.8
1,2021-11-15 22:59:31.046875,-145.17
1,2021-11-15 22:59:31.062500,-102.81
1,2021-11-15 22:59:31.078125,-62.05
1,2021-11-15 22:59:31.093750,-24.17
1,2021-11-15 22:59:31.109375,10.27
1,2021-11-15 22:59:31.125000,41.3
1,2021-11-15 22:59:31.140625,69.36
1,2021-11-15 22:59:31.156250,95.53
1,2021-11-15 22:59:31.171875,121.13
1,2021-11-15 22:59:31.187500,147.05
1,2021-11-15 22:59:31.203125,172.91
1,2021-11-15 22:59:31.218750,196.67
1,2021-11-15 22:59:31.234375,215.16
1,2021-11-15 22:59:31.250000,225.44
1,2021-11-15 22:59:31.265625,226.33
1,2021-11-15 22:59:31.281250,219.09
1,2021-11-15 22:59:31.296875,207.02
1,2021-11-15 22:59:31.312500,193.98
1,2021-11-15 22:59:31.328125,182.92
1,2021-11-15 22:59:31.343750,175.12
1,2021-11-15 22:59:31.359375,170.45
1,2021-11-15 22:59:31.375000,168.25
1,2021-11-15 22:59:31.390625,167.9
1,2021-11-15 22:59:31.406250,168.81
1,2021-11-15 22:59:31.421875,169.83
1,2021-11-15 22:59:31.437500,168.74
1,2021-11-15 22:59:31.453125,162.48
1,2021-11-15 22:59:31.468750,148.35
1,2021-11-15 22:59:31.484375,125.42
1,2021-11-15 22:59:31.500000,95.37
1,2021-11-15 22:59:31.515625,61.97
1,2021-11-15 22:59:31.531250,29.68
1,2021-11-15 22:59:31.546875,1.85
1,2021-11-15 22:59:31.562500,-20.52
1,2021-11-15 22:59:31.578125,-38.63
1,2021-11-15 22:59:31.593750,-54.93
1,2021-11-15 22:59:31.609375,-71.64
1,2021-11-15 22:59:31.625000,-89.73
1,2021-11-15 22:59:31.640625,-108.66
1,2021-11-15 22:59:31.656250,-126.82
1,2021-11-15 22:59:31.671875,-142.18
1,2021-11-15 22:59:31.687500,-152.84
1,2021-11-15 22:59:31.703125,-157.24
1,2021-11-15 22:59:31.718750,-154.05
1,2021-11-15 22:59:31.734375,-142.37
1,2021-11-15 22:59:31.750000,-122.01
1,2021-11-15 22:59:31.765625,-93.92
1,2021-11-15 22:59:31.781250,-60.28
1,2021-11-15 22:59:31.796875,-24.13
1,2021-11-15 22:59:31.812500,11.34
1,2021-11-15 22:59:31.828125,43.65
1,2021-11-15 22:59:31.843750,71.47
1,2021-11-15 22:59:31.859375,94.68
1,2021-11-15 22:59:31.875000,114.02
1,2021-11-15 22:59:31.890625,130.41
1,2021-11-15 22:59:31.906250,144.42
1,2021-11-15 22:59:31.921875,156.11
1,2021-11-15 22:59:31.937500,165.18
1,2021-11-15 22:59:31.953125,171.3
1,2021-11-15 22:59:31.968750,174.39
1,2021-11-15 22:59:31.984375,174.77
1,2021-11-15 22:59:32.000000,173.07
1,2021-11-15 22:59:32.015625,169.9
1,2021-11-15 22:59:32.031250,165.75
1,2021-11-15 22:59:32.046875,160.95
1,2021-11-15 22:59:32.062500,155.72
1,2021-11-15 22:59:32.078125,150.24
1,2021-11-15 22:59:32.093750,144.66
1,2021-11-15 22:59:32.109375,138.98
1,2021-11-15 22:59:32.125000,132.81
1,2021-11-15 22:59:32.140625,125.42
1,2021-11-15 22:59:32.156250,115.84
1,2021-11-15 22:59:32.171875,103.31
1,2021-11-15 22:59:32.187500,87.69
1,2021-11-15 22:59:32.203125,69.65
1,2021-11-15 22:59:32.218750,50.64
1,2021-11-15 22:59:32.234375,32.3
1,2021-11-15 22:59:32.250000,16.07
1,2021-11-15 22:59:32.265625,2.61
1,2021-11-15 22:59:32.281250,-8.18
1,2021-11-15 22:59:32.296875,-17.05
1,2021-11-15 22:59:32.312500,-25.01
1,2021-11-15 22:59:32.328125,-33.05
1,2021-11-15 22:59:32.343750,-41.76
1,2021-11-15 22:59:32.359375,-51.2
1,2021-11-15 22:59:32.375000,-60.77
1,2021-11-15 22:59:32.390625,-69.24
1,2021-11-15 22:59:32.406250,-74.95
1,2021-11-15 22:59:32.421875,-76.19
1,2021-11-15 22:59:32.437500,-71.78
1,2021-11-15 22:59:32.453125,-61.5
1,2021-11-15 22:59:32.468750,-46.34
1,2021-11-15 22:59:32.484375,-28.19
1,2021-11-15 22:59:32.500000,-9.28
1,2021-11-15 22:59:32.515625,8.54
1,2021-11-15 22:59:32.531250,24.21
1,2021-11-15 22:59:32.546875,37.48
1,2021-11-15 22:59:32.562500,48.57
1,2021-11-15 22:59:32.578125,57.77
1,2021-11-15 22:59:32.593750,65.05
1,2021-11-15 22:59:32.609375,70.06
1,2021-11-15 22:59:32.625000,72.36
1,2021-11-15 22:59:32.640625,71.72
1,2021-11-15 22:59:32.656250,68.34
1,2021-11-15 22:59:32.671875,62.89
1,2021-11-15 22:59:32.687500,56.3
1,2021-11-15 22:59:32.703125,49.45
1,2021-11-15 22:59:32.718750,43.02
1,2021-11-15 22:59:32.734375,37.31
1,2021-11-15 22:59:32.750000,32.36
1,2021-11-15 22:59:32.765625,27.97
1,2021-11-15 22:59:32.781250,23.99
1,2021-11-15 22:59:32.796875,20.31
1,2021-11-15 22:59:32.812500,17.06
1,2021-11-15 22:59:32.828125,14.43
1,2021-11-15 22:59:32.843750,12.6
1,2021-11-15 22:59:32.859375,11.58
1,2021-11-15 22:59:32.875000,11.11
1,2021-11-15 22:59:32.890625,10.73
1,2021-11-15 22:59:32.906250,9.91
1,2021-11-15 22:59:32.921875,8.32
1,2021-11-15 22:59:32.937500,5.94
1,2021-11-15 22:59:32.953125,3.14
1,2021-11-15 22:59:32.968750,0.34
1,2021-11-15 22:59:32.984375,-2.23
1,2021-11-15 22:59:33.000000,-4.75
1,2021-11-15 22:59:33.015625,-7.83
1,2021-11-15 22:59:33.031250,-12.17
1,2021-11-15 22:59:33.046875,-18.36
1,2021-11-15 22:59:33.062500,-26.59
1,2021-11-15 22:59:33.078125,-36.65
1,2021-11-15 22:59:33.093750,-47.87
1,2021-11-15 22:59:33.109375,-59.2
1,2021-11-15 22:59:33.125000,-69.18
1,2021-11-15 22:59:33.140625,-76.05
1,2021-11-15 22:59:33.156250,-78.08
1,2021-11-15 22:59:33.171875,-73.98
1,2021-11-15 22:59:33.187500,-63.55
1,2021-11-15 22:59:33.203125,-47.76
1,2021-11-15 22:59:33.218750,-28.71
1,2021-11-15 22:59:33.234375,-8.89
1,2021-11-15 22:59:33.250000,9.61
1,2021-11-15 22:59:33.265625,25.63
1,2021-11-15 22:59:33.281250,39.05
1,2021-11-15 22:59:33.296875,50.4
1,2021-11-15 22:59:33.312500,60.31
1,2021-11-15 22:59:33.328125,69.04
1,2021-11-15 22:59:33.343750,76.31
1,2021-11-15 22:59:33.359375,81.58
1,2021-11-15 22:59:33.375000,84.35
1,2021-11-15 22:59:33.390625,84.41
1,2021-11-15 22:59:33.406250,81.97
1,2021-11-15 22:59:33.421875,77.51
1,2021-11-15 22:59:33.437500,71.7
1,2021-11-15 22:59:33.453125,65.16
1,2021-11-15 22:59:33.468750,58.46
1,2021-11-15 22:59:33.484375,52.09
1,2021-11-15 22:59:33.500000,46.42
1,2021-11-15 22:59:33.515625,41.71
1,2021-11-15 22:59:33.531250,37.93
1,2021-11-15 22:59:33.546875,34.76
1,2021-11-15 22:59:33.562500,31.53
1,2021-11-15 22:59:33.578125,27.48
1,2021-11-15 22:59:33.593750,21.97
1,2021-11-15 22:59:33.609375,14.76
1,2021-11-15 22:59:33.625000,6.18
1,2021-11-15 22:59:33.640625,-2.97
1,2021-11-15 22:59:33.656250,-11.67
1,2021-11-15 22:59:33.671875,-19.19
1,2021-11-15 22:59:33.687500,-25.29
1,2021-11-15 22:59:33.703125,-30.44
1,2021-11-15 22:59:33.718750,-35.56
1,2021-11-15 22:59:33.734375,-41.62
1,2021-11-15 22:59:33.750000,-49.21
1,2021-11-15 22:59:33.765625,-58.31
1,2021-11-15 22:59:33.781250,-68.36
1,2021-11-15 22:59:33.796875,-78.5
1,2021-11-15 22:59:33.812500,-88.03
1,2021-11-15 22:59:33.828125,-96.64
1,2021-11-15 22:59:33.843750,-104.53
1,2021-11-15 22:59:33.859375,-112.24
1,2021-11-15 22:59:33.875000,-120.36
1,2021-11-15 22:59:33.890625,-129.24
1,2021-11-15 22:59:33.906250,-138.64
1,2021-11-15 22:59:33.921875,-147.86
1,2021-11-15 22:59:33.937500,-155.57
1,2021-11-15 22:59:33.953125,-160.17
1,2021-11-15 22:59:33.968750,-160.01
1,2021-11-15 22:59:33.984375,-153.67
1,2021-11-15 22:59:34.000000,-140.36
1,2021-11-15 22:59:34.015625,-119.99
1,2021-11-15 22:59:34.031250,-93.42
1,2021-11-15 22:59:34.046875,-62.22
1,2021-11-15 22:59:34.062500,-28.48
1,2021-11-15 22:59:34.078125,5.77
1,2021-11-15 22:59:34.093750,39.12
1,2021-11-15 22:59:34.109375,71.04
1,2021-11-15 22:59:34.125000,101.87
1,2021-11-15 22:59:34.140625,132.23
1,2021-11-15 22:59:34.156250,162.42
1,2021-11-15 22:59:34.171875,191.98
1,2021-11-15 22:59:34.187500,219.82
1,2021-11-15 22:59:34.203125,244.97
1,2021-11-15 22:59:34.218750,267.32
1,2021-11-15 22:59:34.234375,287.83
1,2021-11-15 22:59:34.250000,307.67
1,2021-11-15 22:59:34.265625,326.98
1,2021-11-15 22:59:34.281250,344.02
1,2021-11-15 22:59:34.296875,355.63
1,2021-11-15 22:59:34.312500,358.91
1,2021-11-15 22:59:34.328125,352.93
1,2021-11-15 22:59:34.343750,339.53
1,2021-11-15 22:59:34.359375,322.25
1,2021-11-15 22:59:34.375000,304.16
1,2021-11-15 22:59:34.390625,286.0
1,2021-11-15 22:59:34.406250,266.08
1,2021-11-15 22:59:34.421875,241.69
1,2021-11-15 22:59:34.437500,211.64
1,2021-11-15 22:59:34.453125,177.62
1,2021-11-15 22:59:34.468750,143.73
1,2021-11-15 22:59:34.484375,114.51
1,2021-11-15 22:59:34.500000,92.55
1,2021-11-15 22:59:34.515625,77.37
1,2021-11-15 22:59:34.531250,66.16
1,2021-11-15 22:59:34.546875,55.65
1,2021-11-15 22:59:34.562500,43.85
1,2021-11-15 22:59:34.578125,30.73
1,2021-11-15 22:59:34.593750,17.61
1,2021-11-15 22:59:34.609375,5.95
1,2021-11-15 22:59:34.625000,-3.54
1,2021-11-15 22:59:34.640625,-11.19
1,2021-11-15 22:59:34.656250,-17.94
1,2021-11-15 22:59:34.671875,-24.69
1,2021-11-15 22:59:34.687500,-31.75
1,2021-11-15 22:59:34.703125,-39.01
1,2021-11-15 22:59:34.718750,-45.98
1,2021-11-15 22:59:34.734375,-52.35
1,2021-11-15 22:59:34.750000,-58.1
1,2021-11-15 22:59:34.765625,-63.72
1,2021-11-15 22:59:34.781250,-70.24
1,2021-11-15 22:59:34.796875,-79.17
1,2021-11-15 22:59:34.812500,-92.14
1,2021-11-15 22:59:34.828125,-110.09
1,2021-11-15 22:59:34.843750,-132.46
1,2021-11-15 22:59:34.859375,-156.57
1,2021-11-15 22:59:34.875000,-177.93
1,2021-11-15 22:59:34.890625,-191.41
1,2021-11-15 22:59:34.906250,-193.01
1,2021-11-15 22:59:34.921875,-181.38
1,2021-11-15 22:59:34.937500,-158.42
1,2021-11-15 22:59:34.953125,-128.48
1,2021-11-15 22:59:34.968750,-96.76
1,2021-11-15 22:59:34.984375,-67.66
1,2021-11-15 22:59:35.000000,-43.74
1,2021-11-15 22:59:35.015625,-25.77
1,2021-11-15 22:59:35.031250,-13.51
1,2021-11-15 22:59:35.046875,-6.59
1,2021-11-15 22:59:35.062500,-5.01
1,2021-11-15 22:59:35.078125,-8.98
1,2021-11-15 22:59:35.093750,-18.28
1,2021-11-15 22:59:35.109375,-31.65
1,2021-11-15 22:59:35.125000,-46.7
1,2021-11-15 22:59:35.140625,-60.35
1,2021-11-15 22:59:35.156250,-69.77
1,2021-11-15 22:59:35.171875,-73.37
1,2021-11-15 22:59:35.187500,-71.32
1,2021-11-15 22:59:35.203125,-65.4
1,2021-11-15 22:59:35.218750,-58.24
1,2021-11-15 22:59:35.234375,-52.44
1,2021-11-15 22:59:35.250000,-49.93
1,2021-11-15 22:59:35.265625,-51.86
1,2021-11-15 22:59:35.281250,-58.87
1,2021-11-15 22:59:35.296875,-71.18
1,2021-11-15 22:59:35.312500,-88.44
1,2021-11-15 22:59:35.328125,-109.29
1,2021-11-15 22:59:35.343750,-131.01
1,2021-11-15 22:59:35.359375,-149.72
1,2021-11-15 22:59:35.375000,-161.43
1,2021-11-15 22:59:35.390625,-163.48
1,2021-11-15 22:59:35.406250,-155.73
1,2021-11-15 22:59:35.421875,-140.97
1,2021-11-15 22:59:35.437500,-124.11
1,2021-11-15 22:59:35.453125,-110.48
1,2021-11-15 22:59:35.468750,-104.02
1,2021-11-15 22:59:35.484375,-106.24
1,2021-11-15 22:59:35.500000,-115.99
1,2021-11-15 22:59:35.515625,-130.14
1,2021-11-15 22:59:35.531250,-144.58
1,2021-11-15 22:59:35.546875,-155.15
1,2021-11-15 22:59:35.562500,-158.38
1,2021-11-15 22:59:35.578125,-152.13
1,2021-11-15 22:59:35.593750,-135.96
1,2021-11-15 22:59:35.609375,-111.42
1,2021-11-15 22:59:35.625000,-81.74
1,2021-11-15 22:59:35.640625,-51.04
1,2021-11-15 22:59:35.656250,-23.16
1,2021-11-15 22:59:35.671875,-0.51
1,2021-11-15 22:59:35.687500,16.44
